104,沙鹿區,公明國小,337,15,102,1
105,沙鹿區,沙鹿國小,1357,53,152,0
106,沙鹿區,文光國小,421,18,104,0
107,沙鹿區,北勢國小,1525,56,174,1
108,沙鹿區,竹林國小,1457,54,192,1
109,沙鹿區,鹿峰國小,430,18,115,1
110,和平區,埤等國小,40,6,20,1
111,和平區,屋瑪國小,71,6,55,1
112,和平區,中坑國小,61,6,52,1
113,和平區,白冷國小,46,7,30,1
114,和平區,自由國小,32,6,42,1
115,和平區,和平國小,39,6,35,1
116,東區,大智國小,580,26,110,1
117,東區,力行國小,1400,55,150,0
118,東區,成功國小,947,37,120,1
119,東區,臺中國小,733,31,120,1
120,東區,樂業國小,140,9,80,1
121,東勢區,石角國小,40,6,37,1
122,東勢區,石城國小,54,6,20,1
123,東勢區,明正國小,46,6,50,1
124,東勢區,中山國小,320,15,15,1
125,東勢區,成功國小,96,6,30,1
126,東勢區,新成國小,66,6,50,1
127,東勢區,新盛國小,309,14,93,1
128,東勢區,進德國小,390,18,60,1
129,東勢區,中科國小,33,6,46,1
130,東勢區,東新國小,237,12,94,1
131,南屯區,南屯國小,785,32,32,0
132,南屯區,惠文國小,2600,96,360,1
133,南屯區,大新國小,2349,90,260,1
134,南屯區,文山國小,1400,50,140,1
135,南屯區,永春國小,1600,59,180,1
136,南屯區,東興國小,1270,52,160,1
137,南屯區,春安國小,168,10,68,1
138,南屯區,黎明國小,870,34,165,1
139,南屯區,鎮平國小,705,29,191,1
140,南屯區,大墩國小,1006,36,176,1
141,南區,國光國小,650,27,150,1
142,南區,和平國小,1197,52,74,1
143,南區,信義國小,1484,56,250,1
144,南區,樹義國小,1700,58,200,1
145,烏日區,東園國小,299,13,58,1
146,烏日區,喀哩國小,280,13,90,1
147,烏日區,九德國小,1269,49,151,0
148,烏日區,旭光國小,244,12,40,1
149,烏日區,溪尾國小,25,6,35,1
150,烏日區,僑仁國小,776,31,98,1
151,神岡區,圳堵國小,464,20,150,0
152,神岡區,岸裡國小,456,20,14,1
153,神岡區,社口國小,1115,48,236,1
154,神岡區,豐洲國小,449,20,80,1
155,神岡區,神岡國小,604,22,142,1
156,梧棲區,大德國小,1053,41,130,0
157,梧棲區,中港國小,80,6,0,1
158,梧棲區,中正國小,926,37,130,0
159,梧棲區,梧棲國小,811,33,136,1
160,梧棲區,梧南國小,30,6,45,1
161,清水區,三田國小,362,16,113,1
162,清水區,大秀國小,534,23,80,0
163,清水區,甲南國小,130,7,72,1
164,清水區,吳厝國小,68,6,35,1
165,清水區,清水國小,1957,64,185,1
166,清水區,高美國小,245,13,2,1
167,清水區,大楊國小,82,6,38,1
168,清水區,西寧國小,692,26,79,1
169,清水區,建國國小,648,25,102,1
170,清水區,?榔國小,199,9,52,1
171,新社區,東興國小,66,6,80,1
172,新社區,大林國小,24,6,65,1
173,新社區,大南國小,334,16,75,1
174,新社區,中和國小,19,6,36,1
175,新社區,協成國小,90,6,64,1
176,新社區,崑山國小,40,6,55,1
177,新社區,福民國小,22,5,50,1
178,潭子區,僑忠國小,594,25,146,1
179,潭子區,東寶國小,819,32,70,1
180,潭子區,頭家國小,1780,62,182,1
181,潭子區,潭子國小,1065,41,210,1
182,潭子區,潭陽國小,1320,51,80,1
183,龍井區,龍井國小,589,25,120,1
184,龍井區,龍泉國小,694,27,120,0
185,龍井區,龍津國小,466,20,116,0
186,龍井區,龍山國小,309,17,78,0
187,龍井區,龍峰國小,945,41,125,1
188,龍井區,龍港國小,102,6,62,1
189,豐原區,南陽國小,3000,106,350,0
190,豐原區,葫蘆墩國小,1200,45,150,1
191,豐原區,富春國小,279,13,110,1
192,豐原區,福陽國小,260,12,80,1
193,豐原區,豐村國小,673,26,95,0
194,豐原區,豐田國小,1023,40,153,0
195,豐原區,翁子國小,360,16,100,1
196,豐原區,瑞穗國小,1924,70,197,1
197,豐原區,豐原國小,559,22,75,1
198,霧峰區,光復國中小,895,31,145,1
199,霧峰區,四德國小,437,20,20,0
200,霧峰區,光正國小,155,7,58,1
201,霧峰區,峰谷國小,58,6,48,1
202,霧峰區,復興國小,64,6,31,1
203,霧峰區,桐林國小,71,6,134,1
204,霧峰區,萬豐國小,177,10,91,1
205,霧峰區,僑榮國小,379,17,115,1
206,霧峰區,霧峰國小,981,38,171,0
