46,九份山棧樓許桑的家民宿,瑞芳區,新北市瑞芳區基山街31巷9號,1100,1300,450
47,雙禾庭園民宿,雙溪區,新北市雙溪區坤溪23號,3600,5600,1080
48,緩慢民宿,瑞芳區,新北市瑞芳區山尖路93之1號,5300,7300,1200
49,萬金龍溫泉民宿,萬里區,新北市萬里區萬里加投45之6號,3600,3600,1080
50,萬金文溫泉民宿,萬里區,新北市萬里區萬里加投45之7號,3600,3600,1080
51,萬金銘珠溫泉民宿,萬里區,新北市萬里區萬里加投45之8號,3600,3600,1080
52,望幽谷民宿,瑞芳區,新北市瑞芳區汽車路108之3號,2000,2000,800
53,圓潭溪餐坊休閒民宿,萬里區,新北市萬里區員潭路6之2號,2200,2400,950
54,五番坑公園堡民宿,瑞芳區,新北市瑞芳區基山街204號,1300,2500,600
55,水田園農莊民宿,萬里區,新北市萬里區萬里加投45之9號,2200,2200,950
56,九份綠光民宿,瑞芳區,新北市瑞芳區輕便路320號,1800,1800,600
57,九份景棧民宿,瑞芳區,新北市瑞芳區汽車路29號,1200,2000,600
58,雲在山房民宿,瑞芳區,新北市瑞芳區汽車路59號,3200,3800,950
59,莊媽媽民宿,平溪區,新北市平溪區嶺腳寮65號,1500,2100,600
60,藝術之家民宿,三芝區,新北市三芝區茂長里迎旭街22號,1800,2200,600
61,市下巷民宿,瑞芳區,新北市瑞芳區市下巷2號,2400,5000,950
62,鄭家賞海樓民宿,瑞芳區,新北市瑞芳區中山巷8號,1300,2100,600
63,白沙灣濱海民宿,石門區,新北市石門區德茂里下員坑15號,4200,8000,1080
64,日光涵館民宿,瑞芳區,新北市瑞芳區基山街198及200號,4400,4400,1080
65,麗景民宿,瑞芳區,新北市瑞芳區輕便路93號3樓,1400,1800,600
66,虹橋民宿,三芝區,新北市三芝區八賢里1鄰八連溪1之5號,2700,4500,950
67,淡水日光行館民宿,淡水區,新北市淡水區忠寮里10鄰破瓦厝子12號,8000,8000,1200
68,和風小築民宿,瑞芳區,新北市瑞芳區基山街31巷28號,2200,3800,950
69,雲山水小築民宿,瑞芳區,新北市瑞芳區山尖路72之1號,3500,3500,950
70,地球人戶外休閒家民宿,貢寮區,新北市貢寮區福隆街16號,2000,4000,800
71,緣憶民宿,瑞芳區,新北市瑞芳區烏勢巷52號,1600,4000,600
72,樹屋民宿,瑞芳區,新北市瑞芳區山尖路137號,6000,6000,1200
73,百美民宿,貢寮區,新北市貢寮區福興街6號,2800,4000,950
74,堤畔溫泉民宿,烏來區,新北市烏來區新烏路5段66號,4000,6000,1080
75,三峽阿桂的家民宿,三峽區,新北市三峽區金圳里9鄰金敏路52之1號,6800,8800,1200
76,九份風之谷民宿,瑞芳區,新北市瑞芳區石崁巷23號,2500,5200,950
77,多桑的店民宿,瑞芳區,新北市瑞芳區烏勢巷100號,1200,2200,600
78,陽光味宿民宿,瑞芳區,新北市瑞芳區豎崎路56號,3000,3000,950
79,九份峇里民宿,瑞芳區,新北市瑞芳區汽車路115號,2000,3200,800
80,驛宿鶯歌民宿,鶯歌區,新北市鶯歌區中湖里中湖街152巷15號,1400,2600,600
81,牧羊女藝術民宿,三芝區,新北市三芝區後厝里北勢子45之15號2樓,3600,3600,1080
82,我們的家187民宿,瑞芳區,新北市瑞芳區山尖路187號,4800,5800,1080
83,杉夏民宿,三芝區,新北市三芝區古庄里5鄰四棧橋36之1號,2700,4500,950
84,塔卡的家民宿,三芝區,新北市三芝區芝柏五街18號,2000,2500,800
85,山明水舍民宿,雙溪區,新北市雙溪區田寮9號,3200,4800,950
86,尚登意民宿,萬里區,新北市萬里區萬里加投68之5號,1680,1680,600
87,生活空間民宿,瑞芳區,新北市瑞芳區烏勢巷6號,3300,3500,950
88,十分幸福民宿,平溪區,新北市平溪區十分街273之6號,6160,6160,1200
89,御華山莊民宿,瑞芳區,新北市瑞芳區八號巷23號,2800,4200,950
90,18個孩子民宿,三芝區,新北市三芝區芝柏路97號,2200,3600,950
91,愛的物語景觀民宿,瑞芳區,新北市瑞芳區豎崎路1之1號,2200,5500,950
92,山海風情民宿,金山區,新北市金山區月眉1號之1,5000,5000,1200
93,八番坑&舊道口民宿,瑞芳區,新北市瑞芳區輕便路43號,2500,4000,950
94,湯語?泉民宿,金山區,新北市金山區環金路295號,5400,5400,1200
95,水映藍天民宿,瑞芳區,新北市瑞芳區坑尾巷23號,3600,3600,1080
96,大坪山莊民宿,萬里區,新北市萬里區雙興里坑頭6號,2880,3880,950
97,宰相住宿會館民宿,淡水區,新北市淡水區英專路79巷2號,1700,1700,600
98,新高民宿,金山區,新北市金山區坑子內22號,4680,6280,1080
99,九份方來民宿,瑞芳區,新北市瑞芳區汽車路24號,1500,2800,600
100,良辰美瑾民宿,雙溪區,新北市雙溪區內平林60號之5,1200,2600,600
101,樓仔厝咖啡民宿,平溪區,新北市平溪區十分街74巷3號,4200,8500,1080
102,雙臻園民宿,雙溪區,新北市雙溪區泰和街53之1號,2400,3900,950
103,阿源的家民宿,瑞芳區,新北市瑞芳區輕便路13號,3000,3000,950
104,途中九份青旅民宿,瑞芳區,新北市瑞芳區烏勢巷23號,3500,3500,950
105,萬金游景觀民宿,瑞芳區,新北市瑞芳區山尖路173號,3680,4480,1080
106,金山金色陽光民宿,金山區,新北市金山區下六股12之5號,3680,6280,1080
107,輝明民宿,瑞芳區,新北市瑞芳區汽車路35之1號,1200,2200,600
108,萬里情懷民宿,萬里區,新北市萬里區萬里加投16之1號,4280,4280,1080
109,山海觀民宿,瑞芳區,新北市瑞芳區基山街217號,2400,3000,950
110,莉塔屋民宿,瑞芳區,新北市瑞芳區汽車路35號,1800,4000,600
111,迦南民宿,瑞芳區,新北市瑞芳區汽車路48號,2000,2000,800
112,可洛可呆民宿,三芝區,新北市三芝區茂長里9鄰聽濤街5號,2600,2600,950
113,美術行館民宿,三芝區,新北市三芝區茂長里芝柏路38號,2000,4000,800
114,九份小町民宿,瑞芳區,新北市瑞芳區崙頂路70號,3600,4600,1080
115,九份惠風民宿,瑞芳區,新北市瑞芳區街頂巷41號,2900,3900,950
116,淺水灣小旅店民宿,三芝區,新北市三芝區後厝里北勢子45之12號,1200,1200,600
117,一間屋民宿,貢寮區,新北市貢寮區福隆街2巷1之2號,2000,4000,800
118,允誠民宿,瑞芳區,新北市瑞芳區烏勢巷60之1號,1200,2200,600
119,幸福民宿,雙溪區,新北市雙溪區太平路77號,2400,3600,950
120,晴天二館,瑞芳區,新北市瑞芳區建基路二段27號,3500,4500,950
121,記憶九份民宿,瑞芳區,新北市瑞芳區豎崎路8號,3800,3800,1080
122,觀音山鈺春民宿,五股區,新北市五股區觀音里凌雲路三段82號之4,4500,6500,1080
123,快樂天堂海景民宿,三芝區,新北市三芝區後厝里北勢子4之20號,3200,3999,950
124,5熊的家民宿,三芝區,新北市三芝區茂長里芝柏一街3之1號,8000,8000,1200
125,和昇石門旗艦民宿,石門區,新北市石門區石門里中央路1之25號,5000,8600,1200
126,山水居民宿,平溪區,新北市平溪區嶺腳寮57號,1500,1500,600
127,雨天晴民宿,瑞芳區,新北市瑞芳區烏勢巷146號,3000,3000,950
128,九份愛琴海民宿,瑞芳區,新北市瑞芳區汽車路79之1號,3400,4000,950
129,淡築憩水,淡水區,新北市淡水區幸福里仁愛街1巷22號1至3樓,1600,2800,600
130,緹閣休閒民宿,萬里區,新北市萬里區員潭路54號,2000,2200,800
131,三芝小白屋花園民宿,三芝區,新北市三芝區芝柏路35號,8800,16800,1200
132,櫻花村民宿,三芝區,新北市三芝區聽濤街23號,3000,4100,950
133,山水綠境,雙溪區,新北市雙溪區內平林6之1號,2500,6000,950
134,暮光民宿,金山區,新北市金山區忠義38號,13800,13800,1800
135,迎旭知旅民宿,三芝區,新北市三芝區迎旭街55號,3000,3000,950
136,瑞濱民宿,瑞芳區,新北市瑞芳區瑞濱路阿美家園53號,1200,1200,600
137,香泉會館民宿,金山區,新北市金山區名流路60號,5000,10000,1200
138,山城別館民宿,金山區,新北市金山區名流路62號,5000,10000,1200
139,美好時光民宿,瑞芳區,新北市瑞芳區崙頂路39之2號,3800,4800,1080
140,幸福王國溫馨民宿,三芝區,新北市三芝區茂長里觀海街2號,3500,3500,950
141,劉住春天民宿,金山區,新北市金山區名流路10巷11號,3000,3000,950
142,日月民宿,烏來區,新北市烏來區烏來里烏來街85巷1號,3600,6000,1080
143,十分旅人民宿,平溪區,新北市平溪區十分街170號,4000,6400,1080
144,九份山城山海灣民宿,瑞芳區,新北市瑞芳區街頂巷22號,1700,3100,600
145,嶺腳火車站民宿,平溪區,新北市平溪區嶺腳寮27號,2000,2000,800
146,背包客休息棧民宿,瑞芳區,新北市瑞芳區海濱路51號,1000,3000,450
147,小角落民宿,瑞芳區,新北市瑞芳區坑尾巷1號,2500,8000,950
148,白水世界民宿,烏來區,新北市烏來區環山路112號1樓,4000,5250,1080
149,花?山民宿,石碇區,新北市石碇區烏塗里四分子8號,12000,12000,1800
150,海霞您的家,貢寮區,新北市貢寮區仁愛路38號,1580,4580,600
151,黃玉民宿,金山區,新北市金山區月眉5之7號,3800,5200,1080
152,逸閒居民宿,貢寮區,新北市貢寮區福連街38號,4500,6600,1080
153,九份寧靜海芳療民宿,瑞芳區,新北市瑞芳區石碑巷12號,2800,2800,950
154,晴悅民宿,瑞芳區,新北市瑞芳區基山街31巷27號,1500,3000,600
155,回家小旅店民宿,瑞芳區,新北市瑞芳區基山街194號,2500,5000,950
156,車頭頂民宿,平溪區,新北市平溪區十分街27號,2500,4000,950
157,魚旅,鶯歌區,新北市鶯歌區文化路171號,2400,8000,950
158,雙溪藝術的家~自然山舍民宿,雙溪區,新北市雙溪區四分子3之1號,2800,4600,950
159,林園村莊民宿,瑞芳區,新北市瑞芳區佛堂巷62號,1200,1500,600
160,九份民宿謝叔叔,瑞芳區,新北市瑞芳區坑尾巷30號,2000,2500,800
161,張醫師的家民宿,金山區,新北市金山區中信南路2巷11號,2000,4000,800
162,綠茵谷民宿,雙溪區,新北市雙溪區新基北街72之2號,2500,2500,950
163,火車頭民宿,淡水區,新北市淡水區中正路34之4號,2500,2800,950
164,安逸民宿,瑞芳區,新北市瑞芳區輕便路117號,1800,3100,600
165,橙橙民宿,瑞芳區,新北市瑞芳區中正路10號2至4樓,3200,4400,950
166,隨喻而安民宿,三芝區,新北市三芝區晴光街11號,3500,4500,950
167,九份臥客棧民宿,瑞芳區,新北市瑞芳區石埤巷41號,4000,8000,1080
168,九份岑品民宿,瑞芳區,新北市瑞芳區烏勢巷81號,2500,3000,950
169,夾腳拖的家山居民宿,瑞芳區,新北市瑞芳區基山街247號,1800,3500,600
170,回鄉民宿,瑞芳區,新北市瑞芳區洞頂路8號之1,1600,8000,600
171,櫻沐居民宿,瑞芳區,新北市瑞芳區輕便路95號2樓,4280,6380,1080
172,幸福號角民宿,淡水區,新北市淡水區水源街一段149號,2200,2200,950
173,名流別墅民宿,金山區,新北市金山區名流路16巷14號,14000,14000,1800
174,慢慢民宿,瑞芳區,新北市瑞芳區基山街267號,2800,3400,950
175,小鳥敲門度假屋民宿,雙溪區,新北市雙溪區新基東街15之3號,3000,4200,950
176,南瓜大叔民宿,三芝區,新北市三芝區迎旭街38號,2000,4000,800
177,這一站幸福民宿,淡水區,新北市淡水區水源街一段151號,2200,2200,950
178,幸福圓點民宿,淡水區,新北市淡水區英專路21巷30號2樓,2200,2200,950
179,九份山城溫度民宿,瑞芳區,新北市瑞芳區佛堂巷28號,3200,3200,950
180,散散步民宿,瑞芳區,新北市瑞芳區洞頂路325號,2800,2800,950
181,紅裡子民宿,平溪區,新北市平溪區三坑15號,5400,5400,1200
182,自由空間青年民宿,瑞芳區,新北市瑞芳區中正路77號(第2層),650,16000,450
183,天水民宿,瑞芳區,新北市瑞芳區洞頂路253號,3000,3000,950
184,清芳民宿,瑞芳區,新北市瑞芳區民生街30巷14號,1600,2100,600
185,璞真民宿,金山區,新北市金山區頂六股2之1號,3200,4600,950
186,金色小棧民宿,瑞芳區,新北市瑞芳區中正路22之2號,3600,9000,1080
187,九份朵拉民宿,瑞芳區,新北市瑞芳區佛堂巷61號,3800,3800,1080
188,九份巷居民宿,瑞芳區,新北市瑞芳區佛堂巷11號,2800,3600,950
189,山茶雅舍民宿,瑞芳區,新北市瑞芳區基山街241號,4200,4200,1080
190,九份山城逸境民宿,瑞芳區,新北市瑞芳區基山街195號,5200,8200,1200
191,九份樓上有閒民宿,瑞芳區,新北市瑞芳區基山街197號,5200,5200,1200
192,日皇民宿,萬里區,新北市萬里區萬里加投35之3號,5600,5600,1200
193,幸福山行民宿,平溪區,新北市平溪區靜安路2段274巷10號,5600,10000,1200
194,九份-山嶼海親子民宿,瑞芳區,新北市瑞芳區汽車路80號,7000,9000,1200
195,老松的家民宿,瑞芳區,新北市瑞芳區輕便路268號,1200,1200,600
196,淡水?民宿,淡水區,新北市淡水區長興街31號,2200,5800,950
197,海洋之家民宿,萬里區,新北市萬里區港東路9號,3000,6600,950
198,北海道民宿,平溪區,新北市平溪區白石腳1號,1500,3000,600
199,葳葦民宿,金山區,新北市金山區六股林口72之3號,3600,5000,1080
200,第一站背包客青旅民宿,瑞芳區,新北市瑞芳區八號巷24號,2800,2800,950
201,九份 sea cafe 民宿,瑞芳區,新北市瑞芳區明里路166號,2800,2800,950
202,當我們同在一起民宿,金山區,新北市金山區山城路58號,4500,6000,1080
203,澳底灣民宿,貢寮區,新北市貢寮區新港街31巷2號,5000,2500,1200
204,龍崗莊園,貢寮區,新北市貢寮區龍崗里嵩陽街46號,2000,2500,800
205,祈堂小巷民宿,瑞芳區,新北市瑞芳區祈堂路148號,2800,2800,950
206,萬里雲頂民宿,萬里區,新北市萬里區太和7之10號,18000,22000,1800
207,未央居景觀民宿,瑞芳區,新北市瑞芳區輕便路1之1號,6000,9000,1200
208,雲頂民宿,烏來區,新北市烏來區西羅岸路45號,2000,3000,800
209,台北yes民宿,淡水區,新北市淡水區長興街24號,2000,6000,800
210,九份故事樓民宿,瑞芳區,新北市瑞芳區汽車路93之2號3樓,1000,12000,450
211,金礦晶民宿,瑞芳區,新北市瑞芳區金光路34之1號,3000,5000,950
212,皇宮民宿,平溪區,新北市平溪區白石腳5號,3200,4800,950
213,趣山上民宿,汐止區,新北市汐止區汐平路2段92巷7號,3600,4100,1080
214,十三層民宿,瑞芳區,新北市瑞芳區長仁路36之2號,4000,8000,1080
215,旅行邦尼,淡水區,新北市淡水區中山路87巷7號,1800,5400,600
216,魚礁十五號民宿,瑞芳區,新北市瑞芳區建基路2段15號2樓,8000,10000,1800
217,十分佳璟民宿,平溪區,新北市平溪區十分街58巷14號,1800,2700,900
218,正德居民宿,三峽區,新北市三峽區有木里145號,4500,6000,1080
219,月河民宿,瑞芳區,新北市瑞芳區祈堂路130號,2200,2200,950
220,巴拉卡民宿,三芝區,新北市三芝區車埕18之3號,5000,5000,1200
221,天馬民宿,瑞芳區,新北市瑞芳區新山路33號,4200,4200,1080
222,新芝蘭民宿,三芝區,新北市三芝區蕃社后41之5號,2200,2200,950
